SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower
69,0,0,10,OLSR,7.5
70,0,0,10,OLSR,7.5
71,0,0,10,OLSR,7.5
72,0,0,10,OLSR,7.5
73,0,0,10,OLSR,7.5
74,0,0,10,OLSR,7.5
75,0,0,10,OLSR,7.5
76,0,0,10,OLSR,7.5
77,0,0,10,OLSR,7.5
78,0,0,10,OLSR,7.5
79,0,0,10,OLSR,7.5
80,0,0,10,OLSR,7.5
81,0,0,10,OLSR,7.5
82,0,0,10,OLSR,7.5
83,0,0,10,OLSR,7.5
84,0,0,10,OLSR,7.5
85,0,0,10,OLSR,7.5
86,0,0,10,OLSR,7.5
87,0,0,10,OLSR,7.5
88,0,0,10,OLSR,7.5
89,0,0,10,OLSR,7.5
90,0,0,10,OLSR,7.5
91,0,0,10,OLSR,7.5
92,0,0,10,OLSR,7.5
93,0,0,10,OLSR,7.5
94,0,0,10,OLSR,7.5
95,0,0,10,OLSR,7.5
96,0,0,10,OLSR,7.5
97,0,0,10,OLSR,7.5
98,0,0,10,OLSR,7.5
99,0,0,10,OLSR,7.5
100,0,0,10,OLSR,7.5
101,1.024,2,10,OLSR,7.5
102,4.096,8,10,OLSR,7.5
103,4.096,8,10,OLSR,7.5
104,3.584,7,10,OLSR,7.5
105,2.048,4,10,OLSR,7.5
106,2.048,4,10,OLSR,7.5
107,2.048,4,10,OLSR,7.5
108,3.584,7,10,OLSR,7.5
109,4.096,8,10,OLSR,7.5
110,4.096,8,10,OLSR,7.5
111,4.096,8,10,OLSR,7.5
112,4.096,8,10,OLSR,7.5
113,4.096,8,10,OLSR,7.5
114,4.096,8,10,OLSR,7.5
115,2.048,4,10,OLSR,7.5
116,2.048,4,10,OLSR,7.5
117,3.584,7,10,OLSR,7.5
118,4.096,8,10,OLSR,7.5
119,4.608,9,10,OLSR,7.5
120,4.096,8,10,OLSR,7.5
121,3.584,7,10,OLSR,7.5
122,2.048,4,10,OLSR,7.5
123,4.608,9,10,OLSR,7.5
124,4.096,8,10,OLSR,7.5
125,4.608,9,10,OLSR,7.5
126,4.096,8,10,OLSR,7.5
127,2.56,5,10,OLSR,7.5
128,2.048,4,10,OLSR,7.5
129,2.048,4,10,OLSR,7.5
130,2.048,4,10,OLSR,7.5
131,2.048,4,10,OLSR,7.5
132,2.048,4,10,OLSR,7.5
133,2.048,4,10,OLSR,7.5
134,2.048,4,10,OLSR,7.5
135,2.048,4,10,OLSR,7.5
136,2.048,4,10,OLSR,7.5
137,2.048,4,10,OLSR,7.5
138,0.512,1,10,OLSR,7.5
139,0,0,10,OLSR,7.5
140,0,0,10,OLSR,7.5
141,0,0,10,OLSR,7.5
142,0,0,10,OLSR,7.5
143,1.536,3,10,OLSR,7.5
144,2.048,4,10,OLSR,7.5
145,3.584,7,10,OLSR,7.5
146,4.096,8,10,OLSR,7.5
147,4.096,8,10,OLSR,7.5
148,4.096,8,10,OLSR,7.5
149,2.56,5,10,OLSR,7.5
150,2.048,4,10,OLSR,7.5
151,3.584,7,10,OLSR,7.5
152,6.144,12,10,OLSR,7.5
153,6.144,12,10,OLSR,7.5
154,6.144,12,10,OLSR,7.5
155,5.632,11,10,OLSR,7.5
156,6.144,12,10,OLSR,7.5
157,6.144,12,10,OLSR,7.5
158,6.144,12,10,OLSR,7.5
159,6.144,12,10,OLSR,7.5
160,6.144,12,10,OLSR,7.5
161,6.144,12,10,OLSR,7.5
162,6.144,12,10,OLSR,7.5
163,6.144,12,10,OLSR,7.5
164,6.144,12,10,OLSR,7.5
165,6.144,12,10,OLSR,7.5
166,6.144,12,10,OLSR,7.5
167,5.632,11,10,OLSR,7.5
168,4.096,8,10,OLSR,7.5
169,4.096,8,10,OLSR,7.5
170,4.096,8,10,OLSR,7.5
171,4.096,8,10,OLSR,7.5
172,4.096,8,10,OLSR,7.5
173,4.096,8,10,OLSR,7.5
174,4.096,8,10,OLSR,7.5
175,4.096,8,10,OLSR,7.5
176,4.096,8,10,OLSR,7.5
177,4.096,8,10,OLSR,7.5
178,4.096,8,10,OLSR,7.5
179,5.12,10,10,OLSR,7.5
180,6.144,12,10,OLSR,7.5
181,6.144,12,10,OLSR,7.5
182,5.12,10,10,OLSR,7.5
183,4.096,8,10,OLSR,7.5
184,3.072,6,10,OLSR,7.5
185,2.048,4,10,OLSR,7.5
186,2.048,4,10,OLSR,7.5
187,3.584,7,10,OLSR,7.5
188,0.512,1,10,OLSR,7.5
189,2.048,4,10,OLSR,7.5
190,2.048,4,10,OLSR,7.5
191,2.048,4,10,OLSR,7.5
192,2.048,4,10,OLSR,7.5
193,3.584,7,10,OLSR,7.5
194,4.096,8,10,OLSR,7.5
195,4.096,8,10,OLSR,7.5
196,4.096,8,10,OLSR,7.5
197,1.024,2,10,OLSR,7.5
198,0,0,10,OLSR,7.5
199,0,0,10,OLSR,7.5
200,0,0,10,OLSR,7.5
201,2.56,5,10,OLSR,7.5
202,2.048,4,10,OLSR,7.5
203,3.072,6,10,OLSR,7.5
204,4.096,8,10,OLSR,7.5
205,6.144,12,10,OLSR,7.5
206,4.608,9,10,OLSR,7.5
207,2.56,5,10,OLSR,7.5
208,2.048,4,10,OLSR,7.5
209,2.048,4,10,OLSR,7.5
210,2.048,4,10,OLSR,7.5
211,2.048,4,10,OLSR,7.5
212,2.048,4,10,OLSR,7.5
213,2.048,4,10,OLSR,7.5
214,2.048,4,10,OLSR,7.5
215,3.072,6,10,OLSR,7.5
216,4.608,9,10,OLSR,7.5
217,4.608,9,10,OLSR,7.5
218,4.096,8,10,OLSR,7.5
219,4.096,8,10,OLSR,7.5
220,4.096,8,10,OLSR,7.5
221,5.632,11,10,OLSR,7.5
222,6.144,12,10,OLSR,7.5
223,6.144,12,10,OLSR,7.5
224,5.12,10,10,OLSR,7.5
225,5.632,11,10,OLSR,7.5
226,6.144,12,10,OLSR,7.5
227,6.144,12,10,OLSR,7.5
228,6.144,12,10,OLSR,7.5
229,5.632,11,10,OLSR,7.5
230,2.56,5,10,OLSR,7.5
231,1.024,2,10,OLSR,7.5
232,2.56,5,10,OLSR,7.5
233,2.048,4,10,OLSR,7.5
234,0.512,1,10,OLSR,7.5
235,2.048,4,10,OLSR,7.5
236,2.048,4,10,OLSR,7.5
237,2.56,5,10,OLSR,7.5
238,0.512,1,10,OLSR,7.5
239,0,0,10,OLSR,7.5
240,0,0,10,OLSR,7.5
241,1.536,3,10,OLSR,7.5
242,2.048,4,10,OLSR,7.5
243,3.072,6,10,OLSR,7.5
244,4.096,8,10,OLSR,7.5
245,0.512,1,10,OLSR,7.5
246,0,0,10,OLSR,7.5
247,2.048,4,10,OLSR,7.5
248,2.048,4,10,OLSR,7.5
249,2.048,4,10,OLSR,7.5
250,1.536,3,10,OLSR,7.5
251,1.536,3,10,OLSR,7.5
252,2.048,4,10,OLSR,7.5
253,2.048,4,10,OLSR,7.5
254,3.584,7,10,OLSR,7.5
255,7.168,14,10,OLSR,7.5
256,6.144,12,10,OLSR,7.5
257,6.144,12,10,OLSR,7.5
258,5.12,10,10,OLSR,7.5
259,4.096,8,10,OLSR,7.5
260,4.096,8,10,OLSR,7.5
261,4.096,8,10,OLSR,7.5
262,4.096,8,10,OLSR,7.5
263,4.096,8,10,OLSR,7.5
264,4.096,8,10,OLSR,7.5
265,4.096,8,10,OLSR,7.5
266,4.096,8,10,OLSR,7.5
267,5.12,10,10,OLSR,7.5
268,6.144,12,10,OLSR,7.5
269,6.144,12,10,OLSR,7.5
270,6.144,12,10,OLSR,7.5
271,6.144,12,10,OLSR,7.5
272,4.608,9,10,OLSR,7.5
273,6.144,12,10,OLSR,7.5
274,6.144,12,10,OLSR,7.5
275,6.144,12,10,OLSR,7.5
276,4.096,8,10,OLSR,7.5
277,4.096,8,10,OLSR,7.5
278,4.096,8,10,OLSR,7.5
279,4.096,8,10,OLSR,7.5
280,6.144,12,10,OLSR,7.5
281,6.144,12,10,OLSR,7.5
282,4.096,8,10,OLSR,7.5
283,4.096,8,10,OLSR,7.5
284,4.096,8,10,OLSR,7.5
285,3.584,7,10,OLSR,7.5
286,6.144,12,10,OLSR,7.5
287,6.144,12,10,OLSR,7.5
288,4.608,9,10,OLSR,7.5
289,6.144,12,10,OLSR,7.5
290,6.144,12,10,OLSR,7.5
291,8.192,16,10,OLSR,7.5
292,7.68,15,10,OLSR,7.5
293,6.144,12,10,OLSR,7.5
294,6.144,12,10,OLSR,7.5
295,6.144,12,10,OLSR,7.5
296,8.192,16,10,OLSR,7.5
297,8.192,16,10,OLSR,7.5
298,6.144,12,10,OLSR,7.5
299,6.144,12,10,OLSR,7.5
